Job_Title,Average_Salary,Years_Experience,Education_Level,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Risk_Category,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10,Risk_Simple,Risk_Score_100,High_Risk_Flag,Skill_Intensity
Construction Worker,99226,11,High School,0.26,0.76,0.93,High,0.66,0.11,0.14,0.27,0.59,0.75,0.27,0.87,0.11,0.21,Alto,93.0,1,0.398
Construction Worker,55483,1,Bachelor's,0.13,1.39,0.88,High,0.07,0.48,0.52,0.93,0.42,0.45,0.11,0.64,0.21,0.08,Alto,88.0,1,0.391
UX Researcher,35499,27,Master's,0.27,0.64,0.58,Medium,0.82,0.06,0.11,0.09,0.05,0.66,0.59,0.66,0.51,0.82,Medio,58.0,0,0.437
Retail Worker,59737,15,Bachelor's,0.92,0.99,0.9,High,0.41,0.44,0.85,0.11,0.56,0.73,0.75,0.59,0.45,0.26,Alto,90.0,1,0.515
Retail Worker,40364,0,Master's,0.37,1.3,0.71,High,0.23,0.35,0.67,0.32,0.04,0.17,0.26,0.18,0.2,0.77,Alto,71.0,1,0.319
UX Researcher,97954,20,Master's,0.41,1.47,0.48,Medium,0.93,0.3,0.4,0.4,0.55,0.58,0.25,0.79,0.5,0.01,Medio,48.0,0,0.471
Customer Support,36534,24,High School,0.8,0.75,0.71,High,0.81,0.98,0.08,0.94,0.36,0.94,0.65,0.89,0.79,0.03,Alto,71.0,1,0.647
Research Scientist,85012,4,Master's,0.53,0.63,0.17,Low,0.95,0.29,0.49,0.38,0.63,0.19,0.26,0.86,0.81,0.79,Bajo,17.0,0,0.565
Construction Worker,94712,25,High School,0.46,1.23,0.8,High,0.1,0.39,0.16,0.39,0.3,0.6,0.36,0.71,0.51,0.92,Alto,80.0,1,0.444
Teacher,124580,12,Bachelor's,0.69,1.17,0.29,Low,0.37,0.31,0.17,0.27,0.5,0.84,0.28,0.16,0.27,0.1,Bajo,29.0,0,0.327
UX Researcher,89151,8,PhD,0.08,0.86,0.5,Medium,0.43,0.28,0.29,0.63,0.72,0.58,0.98,0.94,0.1,0.26,Medio,50.0,0,0.521
Data Scientist,100529,26,Bachelor's,0.03,1.09,0.68,Medium,0.68,0.09,0.75,0.38,0.92,0.29,0.47,0.75,0.26,0.18,Alto,68.0,0,0.477
Retail Worker,127054,27,Master's,0.49,1.43,0.77,High,0.04,0.62,0.06,0.51,0.38,0.48,0.16,0.09,0.75,0.25,Alto,77.0,1,0.334
AI Engineer,68899,11,Bachelor's,0.76,0.7,0.28,Low,0.16,0.8,0.42,0.18,0.94,0.96,0.51,0.47,0.9,0.6,Bajo,28.0,0,0.594
Chef,102564,14,High School,0.43,1.34,0.64,Medium,0.94,0.29,0.68,0.07,0.73,0.56,0.25,0.65,0.14,0.33,Medio,64.0,0,0.464
HR Specialist,47928,17,High School,0.78,0.81,0.32,Medium,0.18,0.61,0.02,0.79,0.9,0.5,0.71,0.46,0.31,0.16,Bajo,32.0,0,0.464
Security Guard,48560,21,PhD,0.93,1.39,0.93,High,0.97,0.17,0.15,0.43,0.69,0.44,0.89,0.72,0.63,0.07,Alto,93.0,1,0.516
Truck Driver,81290,20,PhD,0.43,1.48,0.78,High,0.63,0.99,0.26,0.17,0.55,0.55,0.92,0.03,0.41,0.31,Alto,78.0,1,0.482
Customer Support,63897,4,High School,0.03,1.33,0.79,High,0.25,0.58,0.7,0.81,0.35,0.81,0.46,0.1,0.85,0.55,Alto,79.0,1,0.546
Software Engineer,124752,29,PhD,0.94,1.06,0.3,Low,0.87,0.28,0.5,0.2,0.3,0.69,0.43,0.63,0.82,0.34,Bajo,30.0,0,0.506
Software Engineer,78008,19,Bachelor's,0.78,1.22,0.52,Medium,0.38,0.41,0.43,0.35,0.7,0.13,0.97,0.78,0.3,0.04,Medio,52.0,0,0.449
Truck Driver,75018,16,High School,0.55,0.93,0.83,High,0.66,0.99,0.78,0.54,0.77,0.48,0.31,0.26,0.4,0.0,Alto,83.0,1,0.519
Doctor,94407,11,PhD,0.13,1.46,0.07,Low,0.5,0.92,0.61,0.5,0.74,0.35,0.19,0.85,0.06,0.81,Bajo,7.0,0,0.553
AI Engineer,43096,26,PhD,0.63,0.98,0.3,Low,0.39,0.96,0.4,0.68,0.64,0.09,0.74,0.21,0.39,0.78,Bajo,30.0,0,0.528
Research Scientist,65504,14,Master's,0.56,1.02,0.18,Low,0.82,0.99,0.63,0.38,0.22,0.2,0.86,0.99,0.7,0.96,Bajo,18.0,0,0.675
Lawyer,115692,16,High School,0.63,1.01,0.49,Medium,0.63,0.31,0.64,0.67,0.84,0.73,0.32,0.45,0.12,0.26,Medio,49.0,0,0.497
Truck Driver,72971,9,High School,0.1,1.07,0.8,High,0.03,0.43,0.28,0.07,0.29,0.29,0.36,0.37,0.43,0.09,Alto,80.0,1,0.264
Doctor,75456,27,Master's,0.88,1.49,0.14,Low,0.95,0.76,0.17,0.05,0.21,0.78,0.63,0.22,0.74,0.14,Bajo,14.0,0,0.465
Marketing Manager,42929,12,High School,0.79,1.47,0.36,Medium,0.91,0.34,0.42,0.47,0.63,0.99,0.6,0.93,0.26,0.4,Medio,36.0,0,0.595
HR Specialist,87735,6,PhD,0.32,1.48,0.59,Medium,0.48,0.75,0.47,0.02,0.54,0.63,0.98,0.04,0.51,0.1,Medio,59.0,0,0.452
Chef,69029,23,High School,0.61,0.73,0.6,Medium,0.51,0.22,0.49,0.0,0.86,0.01,0.01,0.61,0.97,0.86,Medio,60.0,0,0.454
UX Researcher,50387,18,Master's,0.2,1.13,0.63,Medium,0.36,0.43,0.12,0.15,0.57,0.1,0.2,0.23,0.44,0.05,Medio,63.0,0,0.265
Customer Support,94918,29,PhD,0.93,0.52,0.86,High,0.84,0.31,0.13,0.04,0.64,0.55,0.23,0.83,0.74,0.28,Alto,86.0,1,0.459
Graphic Designer,56154,26,PhD,0.24,1.18,0.35,Medium,0.69,0.24,0.57,0.17,0.73,0.06,0.17,0.18,0.04,0.75,Medio,35.0,0,0.36
Retail Worker,141634,0,PhD,0.78,1.36,0.7,Medium,0.12,0.56,0.98,0.66,0.37,0.15,0.15,0.36,0.71,0.03,Alto,70.0,0,0.409
Construction Worker,50377,0,PhD,0.94,1.39,0.93,High,0.02,0.98,0.37,0.87,0.19,0.45,0.04,0.04,0.94,0.81,Alto,93.0,1,0.471
Lawyer,74516,10,High School,0.53,1.25,0.44,Medium,0.76,0.49,0.64,0.96,0.47,0.42,0.91,0.9,0.99,0.55,Medio,44.0,0,0.709
HR Specialist,129895,29,High School,0.24,0.53,0.59,Medium,0.23,0.61,0.92,0.95,0.0,0.32,0.84,0.54,0.81,0.85,Medio,59.0,0,0.607
Mechanic,41329,24,Bachelor's,0.33,0.72,0.68,Medium,0.31,0.34,0.9,0.14,0.58,0.78,0.27,0.84,0.77,0.49,Alto,68.0,0,0.542
Truck Driver,40013,21,High School,0.97,1.12,0.83,High,0.89,0.42,0.56,0.86,0.39,0.77,0.26,0.7,0.51,0.16,Alto,83.0,1,0.552
Financial Analyst,120777,5,Bachelor's,0.28,1.43,0.66,Medium,0.51,0.26,0.1,0.16,0.52,0.31,0.04,0.46,0.75,0.89,Medio,66.0,0,0.4
Graphic Designer,107011,24,Master's,0.72,0.86,0.5,Medium,0.73,0.73,0.42,0.54,0.92,0.63,0.64,0.78,0.12,0.52,Medio,50.0,0,0.603
Mechanic,116377,6,PhD,0.36,0.79,0.54,Medium,0.22,0.56,0.16,0.58,0.6,0.42,0.38,0.25,0.33,0.5,Medio,54.0,0,0.4
Software Engineer,67630,25,High School,0.78,1.21,0.41,Medium,0.1,0.0,0.6,0.21,0.01,0.36,0.96,0.69,0.86,0.14,Medio,41.0,0,0.393
Doctor,96360,15,Master's,0.66,0.8,0.07,Low,0.37,0.4,0.27,0.22,0.36,0.64,0.95,0.7,0.78,0.31,Bajo,7.0,0,0.5
Nurse,103850,7,Master's,0.29,0.9,0.22,Low,0.94,0.81,0.27,0.82,0.41,0.18,0.46,0.56,0.76,0.35,Bajo,22.0,0,0.556
AI Engineer,117133,23,High School,0.09,0.61,0.29,Low,0.95,0.97,0.3,0.19,0.98,0.99,0.08,0.75,0.29,0.91,Bajo,29.0,0,0.641
Nurse,125065,13,Master's,0.89,0.5,0.18,Low,0.34,0.43,0.43,0.65,0.02,0.69,0.02,0.19,0.61,0.09,Bajo,18.0,0,0.347
Security Guard,147600,8,Master's,0.19,0.92,0.82,High,0.5,0.52,0.22,0.52,0.48,0.21,0.99,0.87,0.89,0.69,Alto,82.0,1,0.589
Software Engineer,96333,15,Master's,0.82,0.54,0.5,Medium,0.4,0.21,0.38,0.98,0.72,0.3,0.61,0.25,0.61,0.9,Medio,50.0,0,0.536
Mechanic,126847,29,High School,0.73,0.95,0.51,Medium,0.7,0.81,0.66,0.98,0.82,0.78,0.85,0.28,0.43,0.56,Medio,51.0,0,0.687
Truck Driver,92244,20,PhD,0.85,0.53,0.75,High,0.88,0.06,0.23,0.35,0.75,0.56,0.95,0.23,0.87,0.28,Alto,75.0,1,0.516
Doctor,93810,28,High School,0.5,0.57,0.15,Low,0.36,0.16,0.86,0.39,0.98,0.9,0.19,0.51,0.6,0.82,Bajo,15.0,0,0.577
AI Engineer,127211,12,PhD,0.62,0.54,0.17,Low,0.88,0.71,0.87,0.67,0.04,0.97,0.92,0.13,0.11,0.54,Bajo,17.0,0,0.584
Mechanic,35455,12,High School,0.38,0.64,0.5,Medium,0.34,0.35,0.64,0.89,0.56,0.69,0.66,0.55,0.31,0.38,Medio,50.0,0,0.537
Retail Worker,37289,16,Master's,0.95,1.38,0.73,High,0.06,0.87,0.61,0.3,0.56,0.22,0.95,0.83,0.96,0.19,Alto,73.0,1,0.555
Customer Support,81428,5,Master's,0.56,0.82,0.82,High,0.94,0.69,0.36,1.0,0.35,0.81,0.78,0.72,0.67,0.11,Alto,82.0,1,0.643
Mechanic,123890,22,Master's,0.16,1.1,0.4,Medium,0.17,0.56,0.84,0.38,0.08,0.62,0.77,0.3,0.69,0.08,Medio,40.0,0,0.449
Graphic Designer,67422,2,PhD,0.47,1.28,0.44,Medium,0.45,0.63,0.62,0.52,0.33,0.67,0.84,0.15,0.34,0.67,Medio,44.0,0,0.522
Financial Analyst,62947,12,Bachelor's,0.22,0.72,0.35,Medium,0.65,0.75,0.68,0.92,0.15,0.32,0.34,0.23,0.14,0.49,Medio,35.0,0,0.467
Security Guard,149554,3,High School,0.26,1.29,0.93,High,0.88,0.72,0.17,0.37,0.05,0.64,0.45,0.57,0.98,0.4,Alto,93.0,1,0.523
AI Engineer,66497,8,High School,0.15,0.64,0.18,Low,0.75,0.56,0.87,0.32,0.6,0.66,0.28,0.4,0.59,0.02,Bajo,18.0,0,0.505
Software Engineer,91140,6,Master's,0.11,0.55,0.39,Medium,0.5,0.33,0.44,0.08,0.23,0.1,0.23,0.7,0.58,0.33,Medio,39.0,0,0.352
Graphic Designer,147342,14,High School,1.0,1.27,0.63,Medium,0.03,0.06,0.71,0.19,0.43,0.18,0.18,0.11,0.59,0.74,Medio,63.0,0,0.322
Research Scientist,119647,23,Bachelor's,0.28,1.16,0.15,Low,0.7,0.76,0.03,0.38,0.73,0.38,0.01,0.34,0.87,0.95,Bajo,15.0,0,0.515
Customer Support,31234,28,High School,0.31,0.97,0.76,High,0.17,0.49,0.74,0.22,0.91,0.17,0.56,0.78,0.21,0.3,Alto,76.0,1,0.455
Retail Worker,34677,0,Master's,0.94,0.99,0.72,High,0.83,0.57,0.06,0.45,0.43,0.15,0.42,0.28,0.7,0.01,Alto,72.0,1,0.39
Data Scientist,125288,8,Master's,0.92,0.93,0.37,Medium,0.79,0.85,0.21,0.71,0.62,0.75,0.79,0.66,0.96,0.86,Medio,37.0,0,0.72
Security Guard,77540,13,PhD,0.55,1.25,0.85,High,0.04,0.21,0.08,0.11,0.02,0.42,0.18,0.86,0.75,0.57,Alto,85.0,1,0.324
Mechanic,62953,29,High School,0.26,0.97,0.56,Medium,0.78,0.08,0.71,0.74,0.56,0.21,0.54,0.5,0.48,0.46,Medio,56.0,0,0.506
Retail Worker,99754,1,Master's,0.18,0.6,0.76,High,0.26,0.25,0.21,0.74,0.82,0.33,0.31,0.84,0.62,0.29,Alto,76.0,1,0.467
Financial Analyst,114865,26,High School,0.34,1.09,0.7,Medium,0.3,0.93,0.32,0.54,0.46,0.78,0.06,0.63,0.76,0.47,Alto,70.0,0,0.525
Retail Worker,59904,9,Bachelor's,0.24,1.18,0.92,High,0.42,0.56,0.23,0.41,0.34,0.66,0.98,0.81,0.19,0.58,Alto,92.0,1,0.518
Chef,53473,25,Master's,0.25,0.67,0.43,Medium,0.68,0.5,0.93,0.21,0.36,0.33,0.24,0.99,0.39,0.94,Medio,43.0,0,0.557
Construction Worker,34564,0,Bachelor's,0.2,0.62,0.91,High,0.03,0.96,0.42,0.25,0.62,0.13,0.07,0.83,0.42,0.52,Alto,91.0,1,0.425
HR Specialist,128259,26,Master's,0.37,1.01,0.61,Medium,0.5,0.78,0.12,0.06,0.16,0.77,0.76,0.14,0.03,0.69,Medio,61.0,0,0.401
Graphic Designer,144486,28,Master's,0.75,0.7,0.53,Medium,0.76,0.26,0.53,0.31,0.23,0.97,0.91,0.45,0.14,0.73,Medio,53.0,0,0.529
Data Scientist,136766,3,Master's,0.17,0.88,0.51,Medium,0.1,0.57,0.02,0.89,0.92,0.73,0.47,0.25,0.74,0.93,Medio,51.0,0,0.562
Chef,139097,23,Bachelor's,0.47,0.82,0.44,Medium,0.41,0.95,0.26,0.49,0.95,0.48,0.86,0.06,0.95,0.19,Medio,44.0,0,0.56
Customer Support,97004,8,Bachelor's,0.18,0.94,0.78,High,0.43,0.25,0.97,0.31,0.65,0.14,0.82,0.54,0.98,0.42,Alto,78.0,1,0.551
Construction Worker,87143,25,Bachelor's,0.35,1.24,0.86,High,0.78,0.07,0.58,0.93,0.11,0.09,0.72,0.32,0.66,0.55,Alto,86.0,1,0.481
Research Scientist,86668,20,Bachelor's,0.89,1.18,0.12,Low,0.26,0.88,0.59,0.79,0.45,0.1,0.33,0.16,0.78,0.7,Bajo,12.0,0,0.504
Chef,45027,5,Bachelor's,0.43,1.21,0.43,Medium,0.71,0.55,0.25,0.67,0.88,0.31,0.81,0.34,0.82,0.05,Medio,43.0,0,0.539
Marketing Manager,86546,8,Bachelor's,0.11,1.37,0.51,Medium,0.59,0.84,0.05,0.39,0.64,0.4,0.03,0.65,0.39,0.02,Medio,51.0,0,0.4
Chef,101621,7,Master's,0.22,1.01,0.37,Medium,0.36,0.75,0.81,0.8,0.7,0.54,0.55,0.95,0.88,0.65,Medio,37.0,0,0.699
Graphic Designer,114191,24,PhD,0.73,0.56,0.68,Medium,0.55,0.5,0.29,0.0,0.06,0.26,0.54,0.08,0.97,0.41,Alto,68.0,0,0.366
Teacher,41918,24,High School,0.53,0.56,0.26,Low,0.46,0.18,0.16,0.36,0.57,0.42,0.6,0.71,0.75,0.4,Bajo,26.0,0,0.461
Customer Support,130213,10,PhD,0.14,1.01,0.72,High,0.24,0.58,0.74,0.1,0.21,0.99,0.34,0.28,0.09,0.69,Alto,72.0,1,0.426
Chef,88561,22,Master's,0.16,1.13,0.51,Medium,0.56,0.99,0.03,0.91,0.84,0.42,0.88,0.65,0.89,0.59,Medio,51.0,0,0.676
Research Scientist,132013,1,High School,0.58,0.68,0.09,Low,0.65,0.95,0.59,0.8,0.17,0.65,0.73,0.04,0.1,0.78,Bajo,9.0,0,0.546
Security Guard,67010,19,Bachelor's,0.41,1.42,0.95,High,0.76,0.79,0.21,0.19,0.98,0.7,0.69,0.29,0.89,0.04,Alto,95.0,1,0.554
Marketing Manager,131807,7,Master's,0.18,1.21,0.59,Medium,0.53,0.01,0.87,0.96,0.2,0.84,0.97,0.33,0.19,0.98,Medio,59.0,0,0.588
Graphic Designer,117563,2,High School,0.28,1.24,0.55,Medium,0.68,0.71,0.69,0.34,0.31,0.43,0.81,0.94,0.46,0.09,Medio,55.0,0,0.546
Nurse,51798,0,PhD,0.08,0.66,0.27,Low,0.55,0.35,0.93,0.96,0.33,0.87,0.68,0.27,0.94,0.06,Bajo,27.0,0,0.594
Data Scientist,73701,25,Master's,0.4,1.19,0.32,Medium,0.89,0.66,0.28,0.66,0.54,0.34,0.03,0.55,0.08,0.81,Bajo,32.0,0,0.484
Graphic Designer,135959,29,High School,0.43,0.93,0.52,Medium,0.04,0.2,0.2,0.6,0.26,0.14,0.02,0.84,0.97,0.7,Medio,52.0,0,0.397
Mechanic,129721,14,Master's,0.12,0.98,0.48,Medium,0.42,0.38,0.5,0.07,0.04,0.06,0.2,0.28,0.17,0.25,Medio,48.0,0,0.237
Nurse,98132,29,High School,0.15,0.79,0.15,Low,0.74,0.96,0.92,0.48,0.46,0.13,0.97,0.76,0.85,0.23,Bajo,15.0,0,0.65
HR Specialist,132945,5,Master's,0.1,1.44,0.41,Medium,0.6,0.15,0.8,0.19,0.81,0.4,0.58,0.27,0.88,0.76,Medio,41.0,0,0.544
Graphic Designer,141318,10,High School,0.59,0.63,0.36,Medium,0.53,0.64,0.56,0.56,0.74,0.9,0.39,0.54,0.89,0.46,Medio,36.0,0,0.621
Chef,114005,26,PhD,0.77,1.38,0.6,Medium,0.1,0.46,0.21,0.32,0.47,0.22,0.52,0.64,0.87,0.21,Medio,60.0,0,0.402
Data Scientist,107974,6,Bachelor's,0.41,0.72,0.43,Medium,0.88,0.14,0.44,0.31,0.08,0.1,0.78,0.85,0.74,0.54,Medio,43.0,0,0.486
Teacher,96214,27,Master's,0.15,1.28,0.16,Low,0.75,0.23,0.83,0.57,0.01,0.52,0.31,0.06,0.45,0.31,Bajo,16.0,0,0.404
Research Scientist,89876,10,Master's,0.35,0.68,0.12,Low,0.12,0.08,0.91,0.9,0.83,0.23,0.73,0.59,0.05,0.9,Bajo,12.0,0,0.534
Graphic Designer,144947,14,Master's,0.71,0.73,0.52,Medium,0.11,0.3,0.72,0.3,0.15,0.01,0.57,0.97,0.48,0.21,Medio,52.0,0,0.382
Marketing Manager,129590,18,Master's,0.6,1.3,0.48,Medium,0.17,0.19,0.9,0.24,0.73,0.27,0.72,0.08,0.21,0.41,Medio,48.0,0,0.392
AI Engineer,147129,29,PhD,0.35,1.07,0.13,Low,0.68,0.51,0.71,0.43,0.88,0.38,0.31,0.56,0.51,0.52,Bajo,13.0,0,0.549
Nurse,107417,7,High School,0.59,1.39,0.2,Low,0.02,0.87,0.84,0.05,0.13,0.56,0.04,0.41,0.98,0.17,Bajo,20.0,0,0.407
Mechanic,75631,9,Bachelor's,0.68,0.54,0.63,Medium,0.2,0.53,0.25,0.66,0.59,0.95,0.45,0.87,0.58,0.91,Medio,63.0,0,0.599
Marketing Manager,85753,3,High School,0.55,0.89,0.33,Medium,0.57,0.79,0.56,0.28,0.26,0.24,0.98,0.4,0.32,0.42,Bajo,33.0,0,0.482
HR Specialist,91138,28,Bachelor's,0.2,1.01,0.62,Medium,0.88,0.87,0.94,0.13,0.04,0.11,0.6,0.56,0.67,0.37,Medio,62.0,0,0.517
Customer Support,106258,19,PhD,0.55,0.58,0.9,High,0.92,0.39,0.74,0.55,0.24,0.07,0.25,0.6,0.04,0.84,Alto,90.0,1,0.464
Nurse,140514,10,Bachelor's,0.9,1.26,0.26,Low,0.6,0.89,0.5,0.99,0.1,0.81,0.64,0.58,0.73,0.84,Bajo,26.0,0,0.668
Truck Driver,47762,5,Bachelor's,0.38,1.33,0.74,High,0.14,0.65,0.91,0.11,0.59,0.08,0.81,0.91,0.63,0.69,Alto,74.0,1,0.552
Data Scientist,101060,4,Master's,0.07,0.68,0.41,Medium,0.76,0.44,0.08,0.85,0.99,0.46,0.51,0.08,0.38,0.37,Medio,41.0,0,0.492
Software Engineer,37361,7,PhD,0.66,1.28,0.35,Medium,0.42,0.19,0.86,0.15,0.44,0.05,0.63,0.48,0.5,0.1,Medio,35.0,0,0.382
Retail Worker,47736,22,Master's,0.56,1.46,0.71,High,0.92,0.48,0.21,0.67,0.52,0.23,0.63,0.47,0.69,0.69,Alto,71.0,1,0.551
Graphic Designer,57814,1,PhD,0.39,0.56,0.5,Medium,0.24,0.05,0.33,0.09,0.58,0.5,0.79,0.27,0.37,0.69,Medio,50.0,0,0.391
Software Engineer,135636,22,High School,0.9,1.02,0.57,Medium,0.53,0.43,0.6,0.39,0.28,0.71,0.87,0.29,0.71,0.43,Medio,57.0,0,0.524
Lawyer,124697,12,Bachelor's,0.62,1.44,0.44,Medium,0.76,0.31,0.8,0.76,0.77,1.0,0.14,0.39,0.63,0.59,Medio,44.0,0,0.615
Security Guard,132887,9,Master's,0.05,1.21,0.88,High,0.06,0.54,0.24,0.8,0.05,0.15,0.1,0.07,0.6,0.87,Alto,88.0,1,0.348
Graphic Designer,104336,21,Master's,0.21,0.84,0.44,Medium,0.45,0.42,0.67,0.34,0.66,0.55,0.05,0.92,0.18,0.45,Medio,44.0,0,0.469
Security Guard,143398,11,High School,0.25,0.52,0.82,High,0.22,0.58,0.82,0.51,0.65,0.67,0.82,0.69,0.98,0.46,Alto,82.0,1,0.64
Graphic Designer,143546,8,Master's,0.39,1.34,0.35,Medium,0.74,0.54,0.9,0.73,0.66,0.89,0.91,0.38,0.93,0.05,Medio,35.0,0,0.673
Retail Worker,132676,23,Master's,0.34,0.99,0.91,High,0.64,0.46,0.16,0.94,0.33,0.1,0.56,0.41,0.59,0.23,Alto,91.0,1,0.442
Mechanic,54569,29,PhD,0.38,0.67,0.61,Medium,0.99,0.28,0.92,0.13,0.95,0.75,0.35,0.3,0.64,0.59,Medio,61.0,0,0.59
Construction Worker,124093,12,Bachelor's,0.77,1.04,0.93,High,0.59,0.85,0.84,0.92,0.07,0.58,0.47,0.49,0.46,0.84,Alto,93.0,1,0.611
Truck Driver,83638,15,Bachelor's,0.46,0.7,0.76,High,0.66,0.12,0.19,0.53,0.04,0.13,0.86,0.85,0.35,0.35,Alto,76.0,1,0.408
AI Engineer,126765,21,Bachelor's,0.03,1.08,0.2,Low,0.79,0.95,0.36,0.44,0.67,0.97,0.89,0.67,0.86,0.09,Bajo,20.0,0,0.669
Research Scientist,121190,16,High School,0.01,0.68,0.21,Low,0.89,0.63,0.66,0.1,0.66,0.45,0.65,0.33,0.58,0.42,Bajo,21.0,0,0.537
Teacher,84916,13,High School,0.15,0.9,0.14,Low,0.74,0.71,0.91,0.63,0.31,0.78,0.5,0.19,0.75,0.13,Bajo,14.0,0,0.565
Truck Driver,125462,13,Bachelor's,0.76,1.27,0.9,High,0.29,0.87,0.72,0.83,0.71,0.58,0.11,0.71,0.69,0.31,Alto,90.0,1,0.582
Mechanic,74838,15,Master's,0.55,1.06,0.45,Medium,0.12,0.22,0.77,0.27,0.0,1.0,0.21,0.66,0.93,0.6,Medio,45.0,0,0.478
UX Researcher,113253,10,Master's,0.89,0.78,0.39,Medium,1.0,0.21,0.67,0.95,0.9,0.44,0.64,0.53,0.35,0.14,Medio,39.0,0,0.583
Chef,111546,6,PhD,0.09,1.11,0.54,Medium,0.33,0.14,0.8,0.46,0.73,0.02,0.07,0.18,0.11,0.19,Medio,54.0,0,0.303
Customer Support,140217,21,High School,0.05,0.54,0.71,High,0.7,0.54,0.37,0.68,0.55,0.01,0.84,0.35,0.4,0.78,Alto,71.0,1,0.522
Software Engineer,107576,7,High School,0.01,1.41,0.5,Medium,0.35,0.82,0.03,0.2,0.16,0.74,0.31,0.77,0.04,0.61,Medio,50.0,0,0.403
Security Guard,89849,19,PhD,0.19,1.32,0.8,High,0.57,0.03,0.79,0.29,0.69,0.76,0.12,0.3,0.72,0.23,Alto,80.0,1,0.45
UX Researcher,133970,23,Master's,0.51,0.87,0.48,Medium,0.9,0.18,0.81,0.02,0.92,0.5,0.23,0.0,0.56,0.24,Medio,48.0,0,0.436
Financial Analyst,65340,11,High School,0.28,0.59,0.5,Medium,0.56,0.45,0.46,0.59,0.53,0.13,0.2,0.14,0.69,0.53,Medio,50.0,0,0.428
Construction Worker,94605,27,Master's,0.8,0.83,0.84,High,0.07,0.74,0.7,0.8,0.88,0.76,0.84,0.35,0.34,0.94,Alto,84.0,1,0.642
Graphic Designer,132025,3,Bachelor's,0.55,0.87,0.65,Medium,0.32,0.15,0.64,0.04,0.38,0.81,0.3,0.93,0.96,0.82,Medio,65.0,0,0.535
Chef,42623,8,PhD,0.53,1.07,0.63,Medium,0.49,0.41,0.61,0.66,0.75,0.67,0.75,0.67,0.48,0.13,Medio,63.0,0,0.562
Teacher,82913,27,Bachelor's,0.77,0.86,0.12,Low,0.49,0.79,0.64,0.04,0.48,0.99,0.35,0.44,0.29,0.5,Bajo,12.0,0,0.501
Lawyer,39159,4,Master's,0.25,1.21,0.36,Medium,0.93,0.31,0.58,0.32,0.48,0.9,0.07,0.86,0.56,0.67,Medio,36.0,0,0.568
Retail Worker,70294,16,PhD,0.76,0.63,0.94,High,0.8,0.49,0.92,0.17,0.99,0.72,0.1,0.54,0.71,0.61,Alto,94.0,1,0.605
AI Engineer,110381,9,Bachelor's,0.35,0.84,0.26,Low,0.23,0.09,0.6,0.69,0.29,0.6,0.78,0.35,0.53,0.15,Bajo,26.0,0,0.431
Truck Driver,142488,4,PhD,0.98,0.8,0.77,High,0.97,0.73,0.59,0.7,0.71,0.76,0.07,0.41,0.3,0.07,Alto,77.0,1,0.531
UX Researcher,35749,24,High School,0.62,0.68,0.42,Medium,0.64,0.58,0.87,0.79,0.97,0.6,0.7,0.86,0.84,0.72,Medio,42.0,0,0.757
Truck Driver,81833,12,PhD,0.27,1.38,0.89,High,0.84,0.14,0.31,0.42,0.84,0.89,0.28,0.69,0.08,0.41,Alto,89.0,1,0.49
Financial Analyst,52703,6,Master's,0.77,1.39,0.43,Medium,0.53,0.65,0.33,0.99,0.88,0.3,0.51,0.23,0.51,0.68,Medio,43.0,0,0.561
Doctor,76554,15,High School,0.87,1.09,0.3,Low,0.03,0.83,0.79,0.13,0.34,0.88,0.52,0.4,0.91,0.09,Bajo,30.0,0,0.492
Construction Worker,67648,25,High School,0.65,1.11,0.77,High,0.56,0.71,0.58,0.68,0.26,0.83,0.45,0.99,0.02,0.38,Alto,77.0,1,0.546
Retail Worker,135718,4,Bachelor's,0.56,0.74,0.88,High,0.88,0.21,0.16,0.88,0.36,0.43,0.22,0.43,0.23,0.67,Alto,88.0,1,0.447
Retail Worker,53876,18,PhD,0.58,0.72,0.77,High,0.77,0.79,0.49,0.15,0.06,0.27,0.73,0.6,0.72,0.47,Alto,77.0,1,0.505
Marketing Manager,56513,11,PhD,0.48,0.58,0.33,Medium,0.83,0.63,0.28,0.76,0.14,0.65,0.99,0.15,0.14,0.47,Bajo,33.0,0,0.504
Lawyer,125564,15,Master's,0.03,1.0,0.33,Medium,0.24,0.71,0.74,0.73,0.07,0.79,0.43,0.48,0.42,0.86,Bajo,33.0,0,0.547
Truck Driver,65253,22,High School,0.5,1.33,0.9,High,0.01,0.48,0.04,0.31,0.8,0.94,0.24,0.02,0.4,0.34,Alto,90.0,1,0.358
Software Engineer,138482,23,Bachelor's,0.5,0.9,0.39,Medium,0.83,0.25,0.05,0.56,0.32,0.71,0.08,0.97,0.19,0.36,Medio,39.0,0,0.432
Doctor,143169,0,Bachelor's,0.69,0.7,0.17,Low,0.21,0.02,0.48,0.42,0.43,0.21,0.95,0.0,0.89,0.74,Bajo,17.0,0,0.435
Mechanic,89816,16,Master's,0.47,1.49,0.56,Medium,0.13,0.46,0.47,0.8,0.92,0.08,0.31,0.3,1.0,0.56,Medio,56.0,0,0.503
Construction Worker,71729,11,Bachelor's,0.43,1.22,0.77,High,0.91,0.46,0.8,0.26,0.69,0.41,0.03,0.41,0.55,0.15,Alto,77.0,1,0.467
